"房子名称","房子价格","房子单价","房子类型","房子地址","房子大小"
"南滨路瞰江公寓，皇冠 国际，南滨花园核心地标，租金5000起","135","26470元/㎡","1室1厅1卫","皇冠国际-南滨路二手房出售-南滨路68号","51㎡"
"协信星都会 紧凑两房 清水房 朝南 诚心出售","105","15909元/㎡","2室1厅1卫","协信星都会-人和二手房出售-金山大道203号","66㎡"
"此房为业主精装房，户型方正大气，采光好通透，品牌家具家电","68","6355元/㎡","3室2厅2卫","纯阳江城福地-杨柳街1号","107㎡"
"杨家坪步行街旁，精装现房，带6年酒店租约，购物便捷，超划算！","42","12000元/㎡","1室1厅1卫","北大资源燕南-杨家坪二手房出售-兴堰路11号","35㎡"
"佳兴诚推品质小区龙轩大地豪华装修正三房一万多的床垫拎包入住","68","7311元/㎡","3室3厅1卫","龙轩大地-白龙大道333号","93㎡"
"富力城时光里 精装三房双卫 位置当道位置好 地铁就在家门口","126","13695元/㎡","3室1厅2卫","富力城时光里-大学城二手房出售-大学城南路12号","92㎡"
"。华宇广场 世纪银河 通气 带树人指标业主急售诚心出售。","64","21192元/㎡","1室1卫","世纪银河-沙坪坝二手房出售-沙坪坝站北路,近沙坪坝...","30㎡"
"杨家坪，北大资源燕南，蚂蚁公馆，精装公寓，带读书指标，带指标","45","13636元/㎡","1室1厅1卫","北大资源燕南-杨家坪二手房出售-兴堰路11号","33㎡"
"南坪商圈，精致两房5.1米挑高，买1层送1层，轻轨环线配套齐","60","15483元/㎡","2室2厅1卫","天盈首原-南滨路二手房出售-白鹤路45号","38㎡"
"龙洲湾精装高层和泓文华府双轻轨南北通透首付30万","103","10300元/㎡","3室2厅2卫","和泓文华府-一品二手房出售-渝南大道1388号","100㎡"
"靠山看水 右边是公园 左边是大酒店 出门就是体育馆 只有你想","67.6","7681元/㎡","3室2厅1卫","龙腾盛世-塔山街120号","88㎡"
"江北嘴CBD 新欧鹏对面 简装3房123万 看房方便","120","11538元/㎡","3室2厅2卫","蓝色经典小区-五里店二手房出售-海尔路9号","104㎡"
"石坪桥横街 永辉超市旁 桃源丽景 精装修 拎包入住 采光好","75","14150元/㎡","1室2厅1卫","桃源丽景-石坪桥二手房出售-盘龙正街","53㎡"
"西师附小指标笋盘离学校50米位置居家安静业主急售低于市场价格","85","10365元/㎡","2室2厅1卫","景瑞御蓝湾东...-城北新区二手房出售-文鸿路43号","82㎡"
"新华小学，合二中的名校指标房","29","5272元/㎡","1室1厅1卫","合川书香世家-其他二手房出售-学府路18号","55㎡"
"换线奥体中新站百康年奥韵光年精装两居室 急售","85","11971元/㎡","2室1厅1卫","百康年奥运光...-九龙二手房出售-奥体运动街146号","71㎡"
"畔溪名都 精装3房 带车库 带外阳台 住家安静 业主急售","120","8955元/㎡","3室2厅2卫","畔溪名都-龙凤桥二手房出售-龙溪路,近奔月路","134㎡"
"庆隆。南山高尔夫 鸢尾郡 直接认购 山景环绕 只售3层，，，","195","10000元/㎡","1室","庆隆南山高尔...-茶园新区二手房出售-玉马路1号","195㎡"
"北大资源博雅2期 精装三房 出行便利","170","19101元/㎡","3室2厅1卫","北大资源博雅...-汽博中心二手房出售-湖霞街","89㎡"
"总价27万买南坪精装 小户型，通气，住宅性质，有拆迁规划","27","7714元/㎡","1室1厅1卫","知园小区-学府大道二手房出售-学府大道","35㎡"
"聚金万佳苑 主城中心位置  单价9000买3房 低于市场价","100","9090元/㎡","3室2厅2卫","聚金万佳苑-谢家湾二手房出售-文化七村50号","110㎡"
"双轻轨，商业圈旁，中国摩正三房，带巴蜀小学中学，全明户型","108","12000元/㎡","3室2厅1卫","中国摩-龙兴二手房出售-空港东路777号","90㎡"
"校区的旁边 一条马路过去 紧凑的户型 舒适的环境 独特的位置","69","7666元/㎡","3室2厅1卫","罗曼山-平安路60号","90㎡"
"核心地段 尚品国际三室两厅一卫 南北通透 出行公园商场方便","60.8","7281元/㎡","3室2厅1卫","尚品国际-东莘路99号","83㎡"
"福兴诚推欧鹏壹号公馆精家装三室 品质豪华小区 临近万达广场","98","9333元/㎡","3室2厅2卫","鸥鹏壹号公馆-龙城大道398号","105㎡"
"半山华府精装一室一厅 建面57平 朝中庭 楼层高 安心出售","104","18446元/㎡","1室1厅1卫","半山华府-北滨路二手房出售-兴竹路21号","56㎡"
"高档小区精装3室户型漂亮采光视野无限好","66.8","7260元/㎡","3室2厅1卫","垫江碧桂园-天堂路93号","92㎡"
"新牌坊转盘 加新时代精装两房 真便宜","88","13333元/㎡","2室2厅1卫","加新时代印象-加洲新牌坊二手房出售-加新路1号","66㎡"
"南滨路江景独栋别墅出售500私家花园视野开阔","800","22346元/㎡","6室3厅3卫","世纪花园别墅-铜元局二手房出售-丹龙路6号","358㎡"
"一天门附近天桥家装房，离轻轨近，交通方便","38","3518元/㎡","3室2厅1卫","帝景花园-璧青北路636号","108㎡"
"复地天玺 宽敞2居室 适合刚刚组成的小家庭 简洁温馨","150","17045元/㎡","2室2厅2卫","复地天玺-鸳鸯二手房出售-金渝大道，近金开大道","88㎡"
"蔡家朝阳小学指标房出售，三房两卫，全中庭业主安心卖随时看房","132","13200元/㎡","3室2厅2卫","渝能嘉湾壹号-蔡家岗二手房出售-同康路18号","100㎡"
"渝中区大坪商圈 融创国宾壹号院 九龙之巅大平层 业主急售","345","19166元/㎡","4室2厅3卫","国宾壹号院-石桥铺二手房出售-虎歇路49号","180㎡"
"融创国宾壹号院，品质楼盘大隐于市，石桥铺核心位置","320","17391元/㎡","4室2厅2卫","国宾壹号院-石桥铺二手房出售-虎歇路49号","184㎡"
"渝北 新牌坊童心附近北回归线精装小两室 视野随时看房","78","14444元/㎡","2室1厅1卫","北回归线-加洲新牌坊二手房出售-民安大道130号","54㎡"
"万山国际电梯房视野开阔，三室两厅两卫，品牌家电家居拎包入住","79","6475元/㎡","3室3厅2卫","万山国际-石峰路100号","122㎡"
"南坪 融侨半岛 云满庭B区精装正规大2房125万 带家电 急","125","15770元/㎡","2室2厅1卫","云满庭B区-铜元局二手房出售-明佳路33号","79㎡"
"沙坪坝 磁器口 九鼎名都 精装2房 户型方正 采光好 临轻轨","128","13333元/㎡","3室2厅1卫","九鼎名都-童家桥二手房出售-童家桥正街150号","96㎡"
"。华宇品牌，金沙时代小区，高档精装跃层，电梯三房出售。","132","15295元/㎡","3室2厅2卫","华宇金沙时代...-沙滨路二手房出售-新生村11号","86㎡"
"三峡广场   映泉花园 精装三房 读沙小 配套完善 拎包入住","110","13750元/㎡","3室2厅1卫","映泉花园-天星桥二手房出售-天梨路212号","80㎡"
"解放碑巴蜀小学指标房小区幽静 钢院小区 平上一楼  看房方便","95","15079元/㎡","2室1厅1卫","钢铁设计院小...-两路口二手房出售-双钢路,近琵琶山正街","63㎡"
"贝蒙天地三房双卫 户型少 仅售133万","119","9370元/㎡","3室2厅2卫","贝蒙天地锦轩-大学城二手房出售-景阳路26号","127㎡"
"新牌坊转盘君悦世纪精装两房带家电家具出售。","95","17431元/㎡","2室2厅1卫","君悦世纪-加洲新牌坊二手房出售-红锦大道518号","54㎡"
"轻轨房  南坪 会展中心旁 亚太商谷精装修2房 拎包入住 急","105","16431元/㎡","2室1厅1卫","亚太商谷-南坪二手房出售-亚太路1号","63㎡"
"江北嘴紫御江山一线看江洋房 建面221平 五房 正看两江交汇","450","20361元/㎡","5室3厅3卫","紫御江山御湾-江北城二手房出售-北滨二路,近对山立交","221㎡"
"南坪 铜元局 南开中学旁 花漫庭豪装4房 看湖 品质小区 急","280","20241元/㎡","4室2厅2卫","融侨城花漫庭-铜元局二手房出售-风临路5号","138㎡"
"南川神龙峡山涧居 70年产权 首付2万起 买景区避暑现房","20","4000元/㎡","2室1厅1卫","金阳第一农场...-三汇村","50㎡"
"南岸区蓝光COCO精装跃层小两房实得60平米 高楼层62万","62","16315元/㎡","2室2厅1卫","蓝光COCO...-弹子石二手房出售-腾龙大道38号","38㎡"
"看好房美丽泽京爱尚里  精装三房 户型方正 彩光好 性价比高","89","8725元/㎡","3室2厅2卫","美丽泽京爱尚...-金龙大道","102㎡"
"鱼洞商圈 临轻轨站  精装正两房 鲁能南渝星城 带教育指标","78","12703元/㎡","2室2厅1卫","鲁能南渝星城-鱼洞二手房出售-箭河路600号","61㎡"
"沙坪坝 小龙砍诺丁阳光 正规2室  精装 采光好 不吵","120","15189元/㎡","2室2厅1卫","诺丁阳光-小龙坎二手房出售-小龙坎正街369号","79㎡"
"鸳鸯62万的两房 楼下50米轻轨站 多路公交直达","62","8266元/㎡","2室2厅1卫","丹鹤社区-鸳鸯二手房出售-鸳鸯路,近鸳鸯北路","75㎡"
"中冶熙城商街 24万起 1室1厅1卫 精装修超好","24","8275元/㎡","1室1厅1卫","中冶熙城商街-跳磴二手房出售-石林大道","29㎡"
"37区花叠 户型方正带大露台可做四房四卫 ，视野开阔没有遮挡","220","18487元/㎡","4室2厅4卫","金科城(别墅...-蔡家岗二手房出售-嘉景大道6号","119㎡"
"鱼洞一线江景 高层双轻轨首付21万  刚需客  带指标","57","7916元/㎡","2室2厅1卫","荣安明月江南-鱼洞二手房出售-鱼洞江滨路39号","72㎡"
"降价急卖 华润豪装大三房 送20平米大阳台 急 急 急","240","17738元/㎡","3室2厅2卫","华润中央公园-大石坝二手房出售-红原路66号","135㎡"
"弹子石CBD商圈，精装轻轨现房，水电气三通，拎包入住，急售","63","13125元/㎡","1室1厅1卫","国际社区观邸...-弹子石二手房出售-腾龙大道21号","48㎡"
"中干道 住家好楼层 单价不到5000 3室2厅 3楼的房子","45","5421元/㎡","3室2厅1卫","巴县大道37...-鱼洞二手房出售-巴县大道37号","83㎡"
"鱼洞轻轨站旁 鲁能南渝星城 清水2房 读鱼洞四小 近永辉超市","64","10372元/㎡","2室1厅1卫","鲁能南渝星城-鱼洞二手房出售-箭河路600号","61㎡"
"江北中海天钻首开 豪宅大平层 瞰龙头寺公园 客厅挑高6.8米","400","16806元/㎡","4室2厅3卫","中瑞方园天和...-其他二手房出售-龙头寺路,近红黄路","238㎡"
"石桥铺商圈，精装修，带15年租约， 无忧托管，陈家坪汽车站旁","45.6","16888元/㎡","1室1厅1卫","中国铁建玖城...-二郎二手房出售-石杨路66号","27㎡"
"新鸥鹏壹号公馆  精装三房  户型方正 百强物业 性价比高","72.8","7744元/㎡","3室2厅1卫","鸥鹏壹号公馆-龙城大道398号","94㎡"
"豪园5星.级的品质小区业主豪华装修大3房给你豪华的住家","65","6632元/㎡","3室2厅2卫","碧桂园豪园-凤城二手房出售-碧园路669号","98㎡"
"中冶熙城商街 24万起 1室1厅1卫 精装修超好","24","8275元/㎡","1室1厅1卫","中冶熙城商街-跳磴二手房出售-石林大道","29㎡"
"大渡口中心位置 科而士 天辰华府精装修 两房带大阳台","110","13095元/㎡","2室2厅1卫","科而士天辰华...-九宫庙二手房出售-松青路1109号","84㎡"
"步行街核心地段，名校指标，精装1房，带家具家电，拎包入住，","52","12682元/㎡","1室1卫","新天泽国际广...-步行街二手房出售-松青路1099号","41㎡"
"新上 渝北民安大道 华夏佳和苑 精装住家两房 户型方正","100","16750元/㎡","2室2厅1卫","华夏佳和苑-龙头寺二手房出售-太湖西路5号","59㎡"
"江南新城保亿湖山鹿鸣，品质叠拼别墅，赠送花园面积大","180","12403元/㎡","3室2厅2卫","光华安纳溪湖...-茶园新区二手房出售-米兰大道19号","145㎡"
"千威先生洋房出售 全新装修 欧式风格 环境优美 看房方便","132","15209元/㎡","3室2厅1卫","千威先生的洋...-龙兴二手房出售-观月大道77号","86㎡"
"渝北鸳鸯康桥融府 精装修正规三房 户型方正视野好无遮挡","172","17916元/㎡","3室2厅2卫","康桥融府-汽博中心二手房出售-湖霞街1号","96㎡"
"渝北汽博中心轻轨房 拎包入住精装跃层三房 低于市场价 捡趴活","124","13319元/㎡","3室1厅2卫","龙脊金山名都-汽博中心二手房出售-金渝大道83号","93㎡"
"南岸区 工贸轻轨站 智汇江南 精装2房 视野好 拎包入住","107","12382元/㎡","2室2厅1卫","智汇江南-南坪二手房出售-海铜路,近南坪西路","86㎡"
"法蓝西联排别墅，洋房的价格，位置安静视野好双车位，带读书指标","220","17054元/㎡","5室3厅3卫","法蓝西莊邸(...-茶园新区二手房出售-米兰大道","129㎡"
"金科端户别墅，实得面积大，花园大，你还在观望什么","320","13502元/㎡","5室2厅5卫","金科廊桥水乡...-大学城二手房出售-大学城南二路166号","237㎡"
"朝天门 热门楼盘 金禾丽都 精装三房看江 交通便利次新小区","150","15957元/㎡","3室2厅1卫","金禾丽都-解放碑二手房出售-道门口18号","94㎡"
"高品质洋房渝能嘉湾一号读朝阳小学精装三房哦 你值得拥有","120","13793元/㎡","3室1厅1卫","渝能嘉湾壹号-蔡家岗二手房出售-同康路18号","87㎡"
"江山国际 精心装修 正规小三房 住家安静","175","18716元/㎡","3室2厅1卫","和泓江山国际-大坪二手房出售-长江二路33号","93㎡"
"融汇半岛三期  精装居家小三室  安心卖  朝中庭住家安静","98","12894元/㎡","3室2厅1卫","融汇香缇卡纳-李家沱二手房出售-融汇大道5号","76㎡"
"这个夏天去哪里买房中铁任之健康城，壁山大路镇，城际高铁门口","69","9452元/㎡","2室1厅1卫","中铁任之健康...-三担路","73㎡"
"大学城新盘 富力城院士庭精装修高层 近轻轨 火爆登记中","91","10570元/㎡","3室2厅2卫","富力城瀚湖-沙坪坝二手房出售-大学城中路46号","86㎡"
"黄泥磅 奔力绿色空间 轻轨站旁 精装两房 出行方便","120","16901元/㎡","2室1厅1卫","奔力绿色空间-龙溪二手房出售-龙越路19号","71㎡"
"杨公桥 烈士墓 林泉雅舍 两室两厅 带大阳台","120","12903元/㎡","2室2厅1卫","华宇林泉雅舍-杨公桥二手房出售-小杨公桥168号","93㎡"
"南滨路纯别墅小区 联排中户可看江 现房送品牌电梯 全套房设计","533","16813元/㎡","5室3厅3卫","峰墅-南滨路二手房出售-腾滨路,近南滨路","317㎡"
"步行街上轻轨房 正规一室 朝小指标","50","11904元/㎡","1室1厅1卫","海宇祥和公寓-城南新区二手房出售-云华路370号","42㎡"
"渝北鲁能星城十二街区 采光充足视野开阔 看中庭带指标 带车位","185","19161元/㎡","2室2厅2卫","鲁能星城十二...-龙头寺二手房出售-渝鲁大道680号","96㎡"
"复地新城就 住家精装3房2卫 家电家具齐全","170","17525元/㎡","2室2厅1卫","复地新城就-农业园区二手房出售-金渝大道81号","97㎡"
